City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,orsa,54.5153,30.4053,23.11,67,18,4.19,BY,1724859441
304,selfoss,63.9331,-20.9971,11.14,68,100,3.46,IS,1724859443
305,turinskaya sloboda,57.6232,64.3858,18.48,91,99,3.12,RU,1724859444
306,bandon,51.7469,-8.7425,18.77,58,22,7.24,IE,1724859445
307,dashitou,43.3067,128.5114,15.39,94,63,1.35,CN,1724859446
308,roccella ionica,38.322,16.4009,23.32,62,60,3.03,IT,1724859447
309,zaozersk,69.4005,32.4476,13.61,63,100,2.94,RU,1724859448
310,roma,43.2128,-75.4557,24.08,73,75,3.6,US,1724859400
311,santa marta de ortigueira,43.6833,-7.85,21.25,100,100,0.45,ES,1724859451
312,kuching,1.55,110.3333,24.99,98,40,0.0,MY,1724859452
313,koulamoutou,-1.1303,12.4736,35.67,27,80,1.32,GA,1724859453
314,rabak,13.1809,32.74,29.36,59,50,2.9,SD,1724859454
315,mili,6.0815,171.735,28.8,71,84,4.59,MH,1724859455
316,sampit,-2.5333,112.95,23.28,97,100,0.68,ID,1724859456
317,tralee,52.2704,-9.7026,18.14,63,20,7.2,IE,1724859423
318,dryden,49.7833,-92.7503,17.16,59,0,3.6,CA,1724859460
319,olyokminsk,60.3736,120.4264,8.6,90,100,1.79,RU,1724859461
320,muisne,0.6,-80.0333,25.83,82,94,4.06,EC,1724859382
321,port alfred,-33.5906,26.891,12.88,57,13,5.81,ZA,1724859363
322,tadine,-21.55,167.8833,18.76,79,1,4.16,NC,1724859465
323,lompoc,34.6391,-120.4579,13.4,100,100,1.54,US,1724859404
324,vilyuysk,63.7553,121.6247,4.95,62,23,2.26,RU,1724859467
325,kirensk,57.7853,108.1119,11.75,97,100,1.11,RU,1724859468
326,necochea,-38.5473,-58.7368,14.96,59,62,3.88,AR,1724859470
327,bereeda,11.8704,51.0579,30.05,65,99,0.85,SO,1724859471
328,kirkwood,38.5834,-90.4068,28.7,71,75,5.66,US,1724859293
329,copala,16.65,-98.9833,28.66,65,20,1.04,MX,1724859473
330,luba,3.4568,8.5547,25.75,86,39,3.25,GQ,1724859474
331,dhidhdhoo,6.8833,73.1,28.43,77,100,3.85,MV,1724859475
332,camabatela,-8.1881,15.375,31.79,13,14,0.28,AO,1724859208
333,mount gambier,-37.8333,140.7667,9.78,76,94,4.01,AU,1724859243
334,saint-philippe,-21.3585,55.7679,20.71,76,50,7.41,RE,1724859479
335,zahedan,29.4963,60.8629,32.95,15,0,6.17,IR,1724859480
336,kutum,14.2,24.6667,26.46,59,97,0.97,SD,1724859481
337,bac lieu,9.285,105.7244,26.08,89,100,4.08,VN,1724859482
338,puerto madryn,-42.7692,-65.0385,15.32,34,84,6.51,AR,1724859484
339,fairmont,39.4851,-80.1426,32.33,52,8,0.45,US,1724859225
340,kolobrzeg,54.1757,15.5834,24.56,59,0,4.47,PL,1724859487
341,st. john's,47.5649,-52.7093,24.04,67,75,8.23,CA,1724859438
342,saint-pierre,-21.3393,55.4781,21.82,60,20,4.63,RE,1724859489
343,arkhangel'sk,64.5401,40.5433,16.06,63,0,4.0,RU,1724859402
344,pacific grove,36.6177,-121.9166,13.06,88,0,0.0,US,1724859485
345,renukut,24.2,83.0333,24.61,87,37,1.11,IN,1724859493
346,stettler,52.3168,-112.7186,11.06,97,100,5.52,CA,1724859494
347,vilyuchinsk,52.9306,158.4028,11.15,86,60,4.36,RU,1724859495
348,ubari,26.5921,12.7805,38.58,13,2,5.24,LY,1724859498
349,cananeia,-25.0147,-47.9267,15.84,80,100,2.25,BR,1724859499
350,kaliningrad,54.7065,20.511,24.43,44,2,3.58,RU,1724859457
351,swakopmund,-22.6833,14.5333,16.1,71,9,4.47,NA,1724859501
352,columbia falls,48.3725,-114.1815,9.82,68,100,6.69,US,1724859502
353,remire-montjoly,4.9167,-52.2667,32.02,62,40,2.57,GF,1724859503
354,kingston,17.997,-76.7936,34.53,58,20,2.06,JM,1724859278
355,hilo,19.7297,-155.09,22.84,99,100,2.57,US,1724859508
356,alesund,62.4723,6.1549,18.33,88,75,3.09,NO,1724859509
357,sao jose da coroa grande,-8.8978,-35.1478,26.59,65,29,6.55,BR,1724859511
358,morondava,-20.2833,44.2833,23.83,87,0,3.78,MG,1724859513
359,uribia,11.7139,-72.266,34.52,42,12,8.97,CO,1724859514
360,hagen,51.35,7.4667,30.1,51,2,1.79,DE,1724859515
361,namibe,-15.1961,12.1522,19.1,79,20,4.55,AO,1724859304
362,la ronge,55.1001,-105.2842,19.14,63,40,4.12,CA,1724859518
363,port douglas,-16.4833,145.4667,21.23,89,26,3.04,AU,1724859519
364,doffing,26.2745,-98.3858,31.51,75,0,3.09,US,1724859520
365,richards bay,-28.783,32.0377,18.59,73,100,5.9,ZA,1724859521
366,eaglehawk,-36.7333,144.25,8.09,57,98,2.24,AU,1724859522
367,miyako,39.6367,141.9525,22.09,99,100,1.62,JP,1724859523
368,quellon,-43.1167,-73.6167,9.37,76,6,4.32,CL,1724859525
369,kununurra,-15.7667,128.7333,21.99,60,71,0.0,AU,1724859526
370,sept-iles,50.2001,-66.3821,17.81,55,75,5.66,CA,1724859481
371,rongelap,11.1635,166.8941,28.34,77,100,4.15,MH,1724859528
372,alta,69.9689,23.2717,14.59,55,0,1.54,NO,1724859529
373,urzhar,47.093,81.6294,19.76,37,30,6.03,KZ,1724859530
374,neiafu,-18.65,-173.9833,15.38,100,20,0.0,TO,1724859532
375,mazabuka,-15.856,27.748,27.73,13,13,1.94,ZM,1724859533
376,kailua-kona,19.6406,-155.9956,23.98,83,0,3.09,US,1724859534
377,edd,13.9297,41.6925,31.48,64,100,1.83,ER,1724859535
378,hammerfest,70.6634,23.6821,12.25,76,75,2.57,NO,1724859536
379,zakynthos,37.7914,20.8953,31.62,51,20,2.06,GR,1724859537
380,tres palos,18.1833,-101.6167,26.79,77,98,1.34,MX,1724859539
381,kayyerkan,69.3786,87.7439,11.7,92,53,2.99,RU,1724859540
382,saint-louis,16.3333,-15.0,39.16,29,100,4.22,SN,1724859541
383,yashikira,9.7667,3.4,27.95,75,71,3.03,NG,1724859542
384,san jose de jachal,-30.2406,-68.7469,14.64,28,59,2.41,AR,1724859544
385,batken,39.8333,71.0,12.38,54,75,2.3,KG,1724859545
386,crotone,39.0851,17.1178,30.97,58,0,4.63,IT,1724859546
387,tosontsengel,48.7567,98.2839,10.87,43,1,0.83,MN,1724859547
388,choele choel,-39.2667,-65.6833,17.08,38,100,3.37,AR,1724859548
389,rio grande,-32.035,-52.0986,14.64,67,0,3.99,BR,1724859549
390,gaspe,48.8334,-64.4819,18.12,63,75,4.63,CA,1724859273
391,izluchinsk,60.9794,76.9242,16.01,84,89,4.06,RU,1724859552
392,palembang,-2.9167,104.7458,27.05,83,20,1.54,ID,1724859553
393,ban dung,17.699,103.2596,25.8,87,91,1.62,TH,1724859554
394,bedesa,8.9,40.7833,20.14,70,22,0.55,ET,1724859555
395,tolanaro,-25.0319,46.9987,23.04,73,0,11.83,MG,1724859556
396,fray luis beltran,-39.3167,-65.7667,16.57,39,100,2.59,AR,1724859557
397,naze,28.3667,129.4833,26.51,86,100,6.57,JP,1724859559
398,boca suno,-0.7167,-77.1333,28.9,64,30,1.18,EC,1724859459
399,vryheid,-27.7695,30.7917,14.18,80,7,2.81,ZA,1724859561
400,strezhevoy,60.7333,77.5889,14.9,87,90,3.12,RU,1724859563
401,greenville,35.6127,-77.3663,32.29,62,0,2.57,US,1724859565
402,linevo,54.4589,83.3764,11.33,89,11,1.15,RU,1724859566
403,rohru,31.2167,77.75,18.62,91,67,0.6,IN,1724859567
404,ocean shores,46.9737,-124.1563,12.19,95,2,0.89,US,1724859568
405,turkmenbasy,40.0222,52.9552,33.43,15,0,10.29,TM,1724859398
406,isola di capo rizzuto,38.96,17.0933,30.41,58,0,4.63,IT,1724859570
407,south hedland,-20.4089,118.5983,22.96,53,6,4.63,AU,1724859571
408,bhimunipatnam,17.8833,83.4333,24.73,88,100,2.3,IN,1724859573
409,holualoa,19.6228,-155.9522,21.91,95,0,3.09,US,1724859574
410,shebekino,50.4097,36.9136,28.42,23,97,3.81,RU,1724859575
411,canitas de felipe pescador,23.6,-102.7167,21.75,45,72,4.48,MX,1724859576
412,constantia,44.1833,28.65,26.38,58,66,1.96,RO,1724859420
413,ciudad lazaro cardenas,17.9583,-102.2,29.63,68,83,0.94,MX,1724859304
414,saipan,15.1355,145.701,29.39,84,40,6.17,MP,1724859580
415,pudozh,61.8099,36.5345,16.8,61,90,2.24,RU,1724859581
416,ust'-kut,56.7938,105.7672,12.0,97,72,1.64,RU,1724859582
417,sao felix do xingu,-6.6447,-51.995,38.89,17,18,2.11,BR,1724859375
418,jwaneng,-24.6004,24.7303,20.48,11,0,5.43,BW,1724859584
419,taradale,-39.5333,176.85,13.9,62,100,1.79,NZ,1724859585
420,chancay,-11.5714,-77.2672,18.19,73,86,3.85,PE,1724859587
421,guadalajara,20.6667,-103.3333,21.87,78,75,0.0,MX,1724859476
422,uyuni,-20.4597,-66.825,12.77,23,47,6.61,BO,1724859589
423,ar ruseris,11.8659,34.3869,24.73,85,92,1.54,SD,1724859590
424,cururupu,-1.8283,-44.8683,29.36,61,100,2.2,BR,1724859591
425,mata-utu,-13.2816,-176.1745,25.36,83,16,6.25,WF,1724859592
426,lodwar,3.1191,35.5973,34.18,28,17,5.44,KE,1724859460
427,bodaybo,57.8506,114.1933,12.29,96,100,1.91,RU,1724859595
428,jayrud,33.8074,36.7404,29.22,23,0,3.99,SY,1724859596
429,antofagasta,-23.65,-70.4,13.6,74,13,4.08,CL,1724859494
430,usinsk,65.9939,57.5281,14.54,56,98,6.77,RU,1724859598
431,minas de marcona,-15.2119,-75.1103,16.96,55,88,5.46,PE,1724859599
432,ciudad constitucion,25.0369,-111.6644,29.21,43,0,1.21,MX,1724859600
433,rabo de peixe,37.8,-25.5833,26.73,50,20,6.17,PT,1724859602
434,tsiombe,-25.3,45.4833,23.08,65,0,2.87,MG,1724859603
435,cadale,2.7603,46.3222,26.48,80,93,6.45,SO,1724859604
436,tucuma,-0.1833,-50.05,32.57,53,28,3.69,BR,1724859605
437,concordia,-31.393,-58.0209,19.04,52,0,4.63,AR,1724859563
438,castillos,-34.1667,-53.8333,15.68,56,53,3.2,UY,1724859607
439,bure,10.7,37.0667,14.16,96,100,1.07,ET,1724859609
440,mount pleasant,32.7941,-79.8626,32.21,74,0,2.57,US,1724859589
441,sinabang,2.4803,96.3801,26.01,82,96,1.96,ID,1724859611
442,uliastay,47.7417,96.8444,12.53,36,0,2.5,MN,1724859612
443,yuzhno-kurilsk,44.0306,145.8556,17.83,96,100,1.53,RU,1724859613
444,chai badan,15.2,101.1333,25.59,91,100,2.98,TH,1724859614
445,nuriootpa,-34.4833,139.0,6.09,99,5,2.99,AU,1724859616
446,xudat,41.631,48.681,23.48,68,0,2.66,AZ,1724859617
447,ibshaway,29.358,30.6814,36.11,22,100,4.89,EG,1724859618
448,sotuta,20.6,-89.0167,33.1,51,81,1.51,MX,1724859619
449,kone,-21.0595,164.8658,17.56,86,0,2.44,NC,1724859620
450,cochin,9.9399,76.2602,26.99,82,100,2.91,IN,1724859354
451,chinchilla,-26.75,150.6333,18.34,73,0,4.25,AU,1724859623
452,baruun-urt,46.6806,113.2792,17.55,73,89,3.87,MN,1724859624
453,djamaa,33.5339,5.9931,38.1,17,30,0.82,DZ,1724859625
454,teguise,29.0605,-13.564,25.12,50,20,9.77,ES,1724859626
455,tikapur,28.5,81.1333,25.71,92,100,2.15,NP,1724859627
456,nova olimpia,-14.7972,-57.2881,38.33,14,2,1.9,BR,1724859628
457,kili,5.6439,169.1211,28.27,75,100,5.33,MH,1724859630
458,puerto san jose,13.9256,-90.8244,30.03,66,0,5.14,GT,1724859631
459,vila franca do campo,37.7167,-25.4333,27.23,52,40,2.12,PT,1724859632
460,achinsk,56.2694,90.4993,11.76,94,74,2.49,RU,1724859633
461,santa elena de uairen,4.6167,-61.1333,25.34,57,94,1.55,VE,1724859634
462,saint david's,12.0333,-61.6667,30.69,74,20,6.17,GD,1724859635
463,valdivia,-39.8142,-73.2459,9.05,63,13,2.73,CL,1724858901
464,makhambet,47.6667,51.5833,26.35,21,0,3.52,KZ,1724859638
465,kurchatov,51.6601,35.6521,26.69,33,100,4.14,RU,1724859639
466,funafuti,-8.5243,179.1942,27.0,89,75,0.0,TV,1724859439
467,shengli,37.4564,118.4856,22.08,85,45,1.34,CN,1724859641
468,brisas de zicatela,15.8369,-97.0419,27.29,78,75,4.12,MX,1724859642
469,santo antonio,-6.3106,-35.4789,29.63,45,84,7.76,BR,1724859644
470,kwang binh,17.4833,106.6,28.05,73,85,2.76,VN,1724859645
471,okhotsk,59.3833,143.3,13.31,80,100,3.12,RU,1724859646
472,vanimo,-2.6741,141.3028,25.57,93,60,2.27,PG,1724859647
473,puerto aysen,-45.4,-72.7,7.0,99,99,1.91,CL,1724859648
474,dunay,42.8803,132.3375,20.01,78,100,1.54,RU,1724859649
475,colonia menno,-22.3667,-59.8167,29.82,19,5,3.42,PY,1724859650
476,crane,31.3974,-102.3501,27.26,53,10,3.81,US,1724859652
477,makarov,48.6333,142.8,15.81,95,4,2.6,RU,1724859653
478,balqash,46.8481,74.995,23.4,37,100,5.79,KZ,1724859654
479,kuzovatovo,53.5468,47.6866,22.61,52,12,0.7,RU,1724859655
480,adjumani,3.3779,31.7909,24.26,77,26,0.33,UG,1724859656
481,bikenibeu village,1.3673,173.1241,27.98,78,75,4.63,KI,1724859657
482,piton saint-leu,-21.2196,55.3151,19.06,68,20,4.12,RE,1724859659
483,cockburn town,21.4612,-71.1419,28.53,75,4,7.11,TC,1724859660
484,portland,45.5234,-122.6762,14.23,85,20,1.54,US,1724859325
485,marsh harbour,26.5412,-77.0636,28.98,72,5,6.0,BS,1724859662
486,lazarevskoye,43.9061,39.3331,23.76,83,13,0.28,RU,1724859663
487,bunia,1.5667,30.25,21.69,74,22,1.56,CD,1724859664
488,salamanca,40.8333,-6.0,31.66,19,58,6.55,ES,1724859666
489,monastir,35.7833,10.8333,29.99,58,40,3.6,TN,1724859667
490,puerto rico,-26.796,-55.024,25.66,33,4,1.68,AR,1724859668
491,borova,50.1763,30.1043,30.55,25,80,4.11,UA,1724859669
492,fale old settlement,-9.3852,-171.2468,27.99,73,0,6.76,TK,1724859670
493,temiskaming shores,47.4938,-79.7153,11.89,43,38,3.67,CA,1724859671
494,misratah,32.3754,15.0925,29.83,56,0,6.83,LY,1724859673
495,zolotonosha,49.6689,32.0377,29.59,29,100,4.16,UA,1724859674
496,nuuk,64.1835,-51.7216,7.34,87,100,12.86,GL,1724859675
497,vernon,50.2581,-119.2691,13.29,76,20,0.51,CA,1724859516
498,isangel,-19.55,169.2667,21.01,73,11,4.69,VU,1724859677
499,qujing,25.4833,103.7833,17.05,93,34,1.04,CN,1724859453
500,fukuecho,32.6881,128.8419,26.62,84,94,16.63,JP,1724859680
501,puerto baquerizo moreno,-0.9,-89.6,18.55,100,100,4.12,EC,1724859609
502,grand falls-windsor,48.9332,-55.6649,23.06,73,100,2.24,CA,1724859457
503,kruisfontein,-34.0033,24.7314,8.9,53,44,10.55,ZA,1724859684
504,lipno,52.8444,19.1785,30.12,51,20,1.34,PL,1724859685
505,tutoia,-2.7619,-42.2744,28.72,63,35,6.24,BR,1724859686
506,woolgoolga,-30.1106,153.2007,16.93,52,2,2.46,AU,1724859687
507,gisborne,-38.6533,178.0042,11.0,82,100,5.53,NZ,1724859688
508,ingeniero jacobacci,-41.3427,-69.5448,7.37,48,0,1.11,AR,1724859689
509,rockland,41.1668,-74.0496,29.98,71,48,4.7,US,1724859691
510,eydhafushi,5.1033,73.0708,28.67,75,84,2.64,MV,1724859692
511,soe,-9.8607,124.284,17.16,90,34,2.38,ID,1724859693
512,bereket,39.2446,55.5154,29.66,22,0,7.06,TM,1724859694
513,gebeit,21.0667,36.3167,35.61,29,32,1.35,SD,1724859695
514,papakura,-37.0657,174.9439,13.54,94,20,3.09,NZ,1724859698
515,tezu,27.9167,96.1667,26.16,86,0,1.54,IN,1724859699
516,sao joao da barra,-21.6403,-41.0511,25.05,64,64,4.73,BR,1724859700
517,al hilaliyya,14.9398,33.234,27.42,70,100,3.36,SD,1724859701
518,qarqaraly,49.4058,75.4742,11.36,60,85,3.2,KZ,1724859702
519,dori,14.0354,-0.0345,31.13,53,98,5.26,BF,1724859703
520,port isabel,26.0734,-97.2086,31.69,78,20,1.54,US,1724859705
521,gardendale,33.6601,-86.8128,33.12,52,0,2.06,US,1724859706
522,formosa do rio preto,-11.0483,-45.1931,33.07,15,6,5.18,BR,1724859707
523,piacabucu,-10.4056,-36.4344,26.89,61,16,5.35,BR,1724859708
524,amalapuram,16.5833,82.0167,24.79,93,100,1.5,IN,1724859709
525,kourou,5.1552,-52.6478,33.69,48,31,0.83,GF,1724859710
526,floresta,-8.6011,-38.5686,32.12,24,9,9.4,BR,1724859712
527,monte carmelo,-18.7247,-47.4986,28.79,31,0,4.15,BR,1724859713
528,lamu,-2.2717,40.902,24.98,85,10,6.84,KE,1724859460
529,erdaojiang,41.7764,126.0319,16.52,91,0,1.15,CN,1724859715
530,charters towers,-20.1,146.2667,16.77,94,0,2.62,AU,1724859716
531,yurgamysh,55.3714,64.4656,17.66,84,50,3.56,RU,1724859717
532,san antonio de pale,-1.4014,5.6325,23.78,76,94,4.93,GQ,1724859450
533,ascencion de guarayos,-15.8963,-63.1881,35.41,18,6,1.81,BO,1724859721
534,tierp,60.3427,17.5181,24.15,38,100,3.37,SE,1724859722
535,chibougamau,49.9168,-74.3659,8.79,71,100,6.69,CA,1724859723
536,pemangkat,1.1667,108.9667,25.53,89,100,8.01,ID,1724859724
537,homer,59.6425,-151.5483,9.94,93,100,3.09,US,1724859726
538,tangalle,6.024,80.7911,26.79,82,100,4.9,LK,1724859727
539,nogliki,51.8333,143.1667,14.61,94,2,2.69,RU,1724859728
540,raahe,64.6833,24.4833,14.85,93,100,9.16,FI,1724859729
541,robertsport,6.7533,-11.3686,23.9,94,100,4.47,LR,1724859730
542,acarau,-2.8856,-40.12,31.91,49,84,8.52,BR,1724859731
543,chernyakhovsk,54.6335,21.8156,25.08,42,4,3.55,RU,1724859733
544,shushtar,32.0455,48.8567,43.68,7,3,7.53,IR,1724859734
545,zhaqsy,51.9083,67.3133,15.15,59,0,1.17,KZ,1724859735
546,darlowo,54.421,16.4107,24.69,54,0,2.96,PL,1724859736
547,ceeldheer,3.8488,47.1806,26.78,77,56,7.79,SO,1724859737
548,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,70,20,1.03,BR,1724859740
549,xianshuigu,38.985,117.3828,25.0,73,0,3.0,CN,1724859741
550,urengoy,65.9667,78.3667,15.83,67,86,1.9,RU,1724859594
551,emure-ekiti,7.4361,5.4593,25.85,82,100,2.6,NG,1724859743
552,senanga,-16.1167,23.2667,29.44,8,71,1.65,ZM,1724859744
553,bonthe,7.5264,-12.505,23.51,92,100,1.04,SL,1724859745
554,laguna,38.421,-121.4238,24.56,46,0,0.0,US,1724859507
555,hirara,24.8,125.2833,28.15,89,61,1.54,JP,1724859749
556,aba,5.1066,7.3667,28.04,73,98,3.56,NG,1724859750
557,smara,26.7384,-11.6719,32.26,23,31,9.57,EH,1724859751
558,weinan,34.5036,109.5089,24.67,62,11,1.56,CN,1724859752
559,suva,-18.1416,178.4415,16.71,100,20,1.03,FJ,1724859754
560,pangkalanbuun,-2.6833,111.6167,23.35,99,100,0.88,ID,1724859755
561,huanggang,23.677,116.9996,26.79,92,100,0.73,CN,1724859756
562,imeni morozova,59.9757,31.0376,20.51,99,36,2.21,RU,1724859757
563,porto velho,-8.7619,-63.9039,31.03,37,0,1.54,BR,1724859722
564,kragero,58.8693,9.4149,17.82,82,100,2.65,NO,1724859759
565,southampton,50.904,-1.4043,25.66,59,20,3.09,GB,1724859761
566,fortuna,40.5982,-124.1573,12.51,100,0,0.0,US,1724859762
567,bontang,0.1333,117.5,25.36,90,99,4.19,ID,1724859763
568,biryusinsk,55.9634,97.8235,12.19,95,87,3.0,RU,1724859764
569,polyarnyy,69.1989,33.4478,13.34,66,99,2.44,RU,1724859765
570,happy valley-goose bay,53.3168,-60.3315,18.17,52,40,6.69,CA,1724859766
571,monywa,22.1167,95.1333,29.68,70,100,2.4,MM,1724859769
572,voi,-3.3945,38.563,24.66,67,88,6.2,KE,1724859770
573,westport,41.1415,-73.3579,30.87,69,59,0.45,US,1724859771
574,chiredzi,-21.05,31.6667,35.99,26,0,0.0,ZW,1724859772
575,lycksele,64.5954,18.6735,18.93,68,75,2.57,SE,1724859774
576,waingapu,-9.6567,120.2641,24.19,82,70,2.56,ID,1724859775
577,fort st. john,56.2499,-120.8529,6.94,100,0,3.09,CA,1724859776
578,kimbe,-5.5502,150.1429,24.48,93,19,1.92,PG,1724859777
579,es castell,39.8795,4.2854,27.38,65,40,1.54,ES,1724859778
580,miles city,46.4083,-105.8406,16.54,51,100,14.92,US,1724859779
581,port hedland,-20.3167,118.5667,23.03,53,5,4.63,AU,1724859780
582,jiayuguan,39.8167,98.3,25.83,28,38,2.92,CN,1724859782
583,valparaiso,-33.0393,-71.6273,14.44,81,100,1.54,CL,1724859602
584,russkiy kameshkir,52.8589,46.0892,23.22,32,22,2.24,RU,1724859784
585,okha,53.5739,142.9478,14.94,90,9,5.29,RU,1724859645
586,priozersk,61.0393,30.1291,20.05,68,74,4.68,RU,1724859786
587,puerto leguizamo,-0.1934,-74.7819,32.35,46,7,1.11,CO,1724859787
588,santo estevao,-12.4303,-39.2514,27.89,50,59,5.78,BR,1724859789
589,nishinoomote,30.7333,131.0,27.01,89,100,26.54,JP,1724859367
590,sosnovo-ozerskoye,52.5249,111.5418,11.23,59,30,1.34,RU,1724859791
591,mambajao,9.2504,124.7156,27.69,80,100,4.51,PH,1724859792
592,varash,51.3485,25.8497,29.16,33,2,4.33,UA,1724859793
593,middleton,53.55,-2.2,19.08,85,100,2.73,GB,1724859657
594,jayapura,-2.5333,140.7,24.66,94,67,1.82,ID,1724859796
595,chanika,-5.4167,38.0167,21.31,80,66,4.25,TZ,1724859797
596,nicoya,10.1483,-85.452,29.47,72,53,2.03,CR,1724859798
597,mamboma,8.0833,-11.6833,21.79,98,100,2.21,SL,1724859799
598,urzhum,57.1141,49.9996,19.83,74,17,4.58,RU,1724859800
599,ilhabela,-23.7781,-45.3581,20.12,64,0,2.01,BR,1724859645
600,an nuhud,12.7,28.4333,27.01,69,96,3.2,SD,1724859803
601,constitucion,-35.3333,-72.4167,14.48,55,61,1.8,CL,1724859804
602,st johnsbury,44.4253,-72.0151,18.86,90,100,4.63,US,1724859805
603,walvis bay,-22.9575,14.5053,16.16,58,0,12.04,NA,1724859807
